account_id|vendor_id|effective_dt|iban|status
ACT-32616|VD-0548|2016-12-19 00:00:00|CH7267795480979780432|active
ACT-21097|VD-0529|2007-10-01 00:00:00|CH4297398669858140496|active
ACT-93928|VD-0357|2013-03-07 00:00:00|CH3352842878661389229|inactive
ACT-46020|VD-0096|2012-05-04 00:00:00|CH6116682579741918996|inactive
ACT-89451|VD-0040|2005-08-08 00:00:00|CH9283868808667270320|inactive
ACT-80104|VD-0427|2015-03-06 00:00:00|CH8277745100405794327|inactive
ACT-77206|VD-0176|2006-03-10 00:00:00|CH7460940056060639060|inactive
ACT-30620|VD-0521|2012-08-06 00:00:00|CH6323660402385817617|inactive
ACT-86122|VD-0010|2016-11-02 00:00:00|CH8034422020638581218|inactive
ACT-25476|VD-0129|2011-05-18 00:00:00|CH1799757892886330102|inactive
ACT-13400|VD-0498|2016-05-30 00:00:00|CH9294735770754920565|active
ACT-76494|VD-0221|2010-12-06 00:00:00|CH9403858110538701918|inactive
ACT-87056|VD-0066|2014-04-03 00:00:00|CH3037402350147051908|inactive
ACT-90655|VD-0115|2012-08-15 00:00:00|CH5398872014339582255|inactive
ACT-21485|VD-0377|2016-11-04 00:00:00|CH3276374414353537218|active
ACT-71540|VD-0273|2013-03-05 00:00:00|CH9642426223697069706|inactive
ACT-15702|VD-0077|2009-09-28 00:00:00|CH7166876243589166279|inactive
ACT-53267|VD-0547|2016-07-04 00:00:00|CH4208786201357671162|inactive
ACT-90823|VD-0384|2011-03-21 00:00:00|CH0645089263409042174|inactive
ACT-24444|VD-0433|2014-04-30 00:00:00|CH9286754669436287139|inactive
ACT-50706|VD-0488|2015-10-07 00:00:00|CH6182999176420491380|inactive
ACT-71082|VD-0169|2007-12-18 00:00:00|CH5727824928953652547|inactive
ACT-94679|VD-0060|2016-11-24 00:00:00|CH2590620137663480163|inactive
ACT-73537|VD-0535|2016-12-06 00:00:00|CH8768132182366902418|inactive
ACT-21185|VD-0112|2013-03-22 00:00:00|CH0239916574714112337|inactive
ACT-84653|VD-0263|2016-03-30 00:00:00|CH3920546612817149360|inactive
ACT-38335|VD-0374|2016-12-19 00:00:00|CH9149197715570850519|active
ACT-41721|VD-0239|2016-12-28 00:00:00|CH0938097064858880869|inactive
ACT-19087|VD-0290|2015-09-28 00:00:00|CH2921621759624047891|inactive
ACT-84555|VD-0333|2014-12-30 00:00:00|CH9329125826746145050|inactive
ACT-38767|VD-0365|2016-12-29 00:00:00|CH1185203343060957064|inactive
ACT-83445|VD-0535|2016-11-01 00:00:00|CH5944831789446464753|active
ACT-94322|VD-0544|2016-08-25 00:00:00|CH4905587119985039945|active
ACT-55360|VD-0354|2016-12-21 00:00:00|CH0293369720070433018|inactive
ACT-12203|VD-0312|2013-07-11 00:00:00|CH9177436828412476796|active
ACT-78690|VD-0210|2016-03-29 00:00:00|CH4295118437923262278|inactive
ACT-56056|VD-0030|2016-05-27 00:00:00|CH0371032795613594164|inactive
ACT-62035|VD-0431|2011-09-20 00:00:00|CH3849490620000354244|inactive
ACT-75647|VD-0001|2016-05-04 00:00:00|CH6091620568197898978|inactive
ACT-92700|VD-0358|2016-12-20 00:00:00|CH4883142484173614424|active
ACT-86835|VD-0057|2009-10-01 00:00:00|CH5442819521511382777|inactive
ACT-52433|VD-0515|2016-12-28 00:00:00|CH9443109164173278823|inactive
ACT-97484|VD-0299|2007-10-11 00:00:00|CH5122673240924208917|inactive
ACT-11495|VD-0424|2016-10-21 00:00:00|CH5389292230576128631|inactive
ACT-48541|VD-0091|2011-06-14 00:00:00|CH6459700287181645596|active
ACT-73810|VD-0047|2013-04-29 00:00:00|CH2331100836506624545|inactive
ACT-86075|VD-0156|2015-08-03 00:00:00|CH7745181942873041907|inactive
ACT-52680|VD-0551|2009-09-17 00:00:00|CH3239507274684359567|inactive
ACT-53322|VD-0008|2009-07-13 00:00:00|CH8986193496618286529|inactive
ACT-73129|VD-0116|2014-08-15 00:00:00|CH8509424914179577827|active
ACT-89998|VD-0174|2014-05-12 00:00:00|CH8567619913658675467|inactive
ACT-35269|VD-0147|2016-12-01 00:00:00|CH5395673959003292638|inactive
ACT-67314|VD-0154|2016-09-27 00:00:00|CH8064923461898962611|inactive
ACT-34280|VD-0524|2013-07-31 00:00:00|CH2730096634182092187|active
ACT-85718|VD-0142|2013-01-29 00:00:00|CH4716929923533072244|inactive
ACT-90929|VD-0281|2013-05-30 00:00:00|CH0895281477542374829|inactive
ACT-32337|VD-0555|2007-02-20 00:00:00|CH6035634555417942054|inactive
ACT-40071|VD-0338|2014-03-13 00:00:00|CH9815462698745320038|inactive
ACT-94268|VD-0581|2012-08-31 00:00:00|CH0687631978348266098|inactive
ACT-58927|VD-0399|2016-07-15 00:00:00|CH5259374527287255912|inactive
ACT-93818|VD-0507|2016-12-23 00:00:00|CH8093333347655977187|inactive
ACT-61330|VD-0183|2014-09-08 00:00:00|CH5529113239424854568|inactive
ACT-82681|VD-0408|2016-11-04 00:00:00|CH6828014543517420846|inactive
ACT-61388|VD-0267|2015-10-27 00:00:00|CH7030084262153043073|active
ACT-14121|VD-0053|2016-07-11 00:00:00|CH5156065237484193121|inactive
ACT-73865|VD-0355|2009-12-31 00:00:00|CH7038803268484620362|active
ACT-18639|VD-0240|2009-10-30 00:00:00|CH5629861801460127964|inactive
ACT-91099|VD-0372|2016-11-17 00:00:00|CH2096883976192466350|active
ACT-86967|VD-0140|2015-07-16 00:00:00|CH3478672792406846051|inactive
ACT-62000|VD-0285|2014-09-08 00:00:00|CH9721272102187756011|active
ACT-25457|VD-0006|2016-06-22 00:00:00|CH5922521215839767083|inactive
ACT-57853|VD-0267|2016-04-26 00:00:00|CH7703150890024148414|inactive
ACT-98574|VD-0262|2016-07-21 00:00:00|CH7486734056703290941|inactive
ACT-90942|VD-0426|2013-03-28 00:00:00|CH2107416799533134314|inactive
ACT-66841|VD-0101|2011-11-09 00:00:00|CH0432196419693036986|inactive
ACT-64393|VD-0404|2004-11-29 00:00:00|CH1790175891785442199|inactive
ACT-86763|VD-0373|2011-04-14 00:00:00|CH6304270263258259956|active
ACT-76785|VD-0051|2012-09-19 00:00:00|CH5964140826345391717|inactive
ACT-35589|VD-0337|2014-11-10 00:00:00|CH0216450862160783687|active
ACT-29236|VD-0548|2015-12-29 00:00:00|CH4125371904207384872|inactive
ACT-56250|VD-0315|2016-06-29 00:00:00|CH8957865349839838175|active
ACT-12955|VD-0243|2009-11-19 00:00:00|CH5335907640786796852|active
ACT-35326|VD-0316|2013-09-03 00:00:00|CH4180443162309885786|inactive
ACT-69499|VD-0108|2010-07-12 00:00:00|CH7227334560974386858|active
ACT-34710|VD-0414|2016-12-29 00:00:00|CH9529414802882185520|active
ACT-12611|VD-0153|2016-10-03 00:00:00|CH6507792701566517385|active
ACT-62943|VD-0032|2016-10-07 00:00:00|CH8998689514885445428|active
ACT-16079|VD-0033|2014-05-02 00:00:00|CH7678599843759857759|active
ACT-99323|VD-0075|2014-07-09 00:00:00|CH7919074685889795061|inactive
ACT-46720|VD-0396|2015-12-30 00:00:00|CH7377233019381751420|inactive
ACT-99413|VD-0352|2015-03-06 00:00:00|CH7149587852588711775|active
ACT-81264|VD-0457|2011-06-22 00:00:00|CH8764954131728117422|active
ACT-11885|VD-0472|2016-12-30 00:00:00|CH5850047765024005885|inactive
ACT-58758|VD-0137|2016-12-15 00:00:00|CH6885321001390260664|inactive
ACT-69306|VD-0476|2016-12-01 00:00:00|CH0752203764247714703|inactive
ACT-28306|VD-0420|2016-10-24 00:00:00|CH8084544202743268771|active
ACT-65140|VD-0014|2016-10-25 00:00:00|CH9895064139092633226|inactive
ACT-78342|VD-0048|2016-12-28 00:00:00|CH7258605833258158475|inactive
ACT-10976|VD-0384|2013-07-01 00:00:00|CH6735174276319851251|inactive
ACT-40067|VD-0476|2016-11-29 00:00:00|CH5146174335604396889|inactive
ACT-92428|VD-0463|2014-02-10 00:00:00|CH0208058165675123576|inactive
ACT-15021|VD-0406|2011-12-15 00:00:00|CH1666656057224772762|active
ACT-31980|VD-0316|2011-04-18 00:00:00|CH6573162159111683619|inactive
ACT-71157|VD-0437|2010-06-03 00:00:00|CH5994236479766600465|inactive
ACT-29171|VD-0228|2015-12-14 00:00:00|CH5474072011978101960|inactive
ACT-10347|VD-0188|2007-06-07 00:00:00|CH3999679866288043437|inactive
ACT-68276|VD-0174|2016-08-22 00:00:00|CH0348387527568214423|inactive
ACT-20220|VD-0156|2016-12-19 00:00:00|CH7533480382611832654|active
ACT-72690|VD-0583|2005-03-07 00:00:00|CH8673229586129273977|inactive
ACT-39438|VD-0032|2016-04-04 00:00:00|CH8238019843789543485|inactive
ACT-74156|VD-0235|2016-08-05 00:00:00|CH0768810384259846870|inactive
ACT-67006|VD-0159|2016-07-18 00:00:00|CH3728172853415043326|inactive
ACT-63691|VD-0474|2013-02-13 00:00:00|CH3515156283688308956|inactive
ACT-96970|VD-0383|2014-02-05 00:00:00|CH0455406859575198559|inactive
ACT-41522|VD-0229|2012-10-10 00:00:00|CH3842106582048247752|inactive
ACT-87694|VD-0327|2015-05-18 00:00:00|CH7767064290395319394|inactive
ACT-49573|VD-0127|2014-07-15 00:00:00|CH2948518767134524079|inactive
ACT-10851|VD-0229|2013-08-12 00:00:00|CH7323303162306488135|inactive
ACT-98351|VD-0231|2010-03-23 00:00:00|CH7113886596324181262|inactive
ACT-24473|VD-0056|2016-12-09 00:00:00|CH7179528448171317681|inactive
ACT-65866|VD-0147|2016-12-20 00:00:00|CH4751022163246854701|active
ACT-15297|VD-0256|2016-10-06 00:00:00|CH8438682952879655774|inactive
ACT-34679|VD-0468|2014-11-03 00:00:00|CH1077217909249606863|inactive
ACT-61233|VD-0141|2011-01-03 00:00:00|CH6508443519453201619|inactive
ACT-36997|VD-0108|2007-12-13 00:00:00|CH1094617760813968883|inactive
ACT-62152|VD-0065|2016-12-01 00:00:00|CH5830604827787270603|active
ACT-49971|VD-0368|2016-08-03 00:00:00|CH0825893626057418458|active
ACT-14186|VD-0256|2015-08-17 00:00:00|CH3996915469717194319|inactive
ACT-93856|VD-0325|2015-11-10 00:00:00|CH4573995261056433348|inactive
ACT-68474|VD-0415|2014-11-04 00:00:00|CH9777832108144303140|inactive
ACT-59752|VD-0150|2008-07-30 00:00:00|CH5089810674475410807|active
ACT-85172|VD-0017|2016-12-15 00:00:00|CH5076555132222943616|inactive
ACT-65826|VD-0084|2012-10-08 00:00:00|CH4182335110017309145|active
ACT-45489|VD-0302|2011-10-31 00:00:00|CH8988352604215975853|active
ACT-51864|VD-0469|2016-08-30 00:00:00|CH3272687497263574221|inactive
ACT-36458|VD-0080|2016-11-08 00:00:00|CH9665519758141896983|inactive
ACT-84589|VD-0063|2016-09-02 00:00:00|CH9381964904420919479|active
ACT-10477|VD-0169|2016-05-30 00:00:00|CH6725149928657702347|inactive
ACT-46533|VD-0107|2014-05-22 00:00:00|CH5299485245809930816|inactive
ACT-97119|VD-0011|2016-12-09 00:00:00|CH0601324599690663681|inactive
ACT-32712|VD-0065|2015-04-09 00:00:00|CH4316053557547173093|inactive
ACT-46595|VD-0552|2016-12-27 00:00:00|CH7991143688977433201|inactive
ACT-97980|VD-0276|2016-12-06 00:00:00|CH4574413380911406657|active
ACT-43331|VD-0444|2014-07-29 00:00:00|CH1616521679294449003|inactive
ACT-80189|VD-0059|2005-09-28 00:00:00|CH5168120218346161223|inactive
ACT-83447|VD-0224|2012-10-30 00:00:00|CH1089225085632701101|inactive
ACT-14594|VD-0336|2016-09-26 00:00:00|CH9802365917513418672|inactive
ACT-17271|VD-0443|2010-09-20 00:00:00|CH0666817925358916159|inactive
ACT-34963|VD-0289|2015-09-09 00:00:00|CH6121686594609539930|inactive
ACT-68018|VD-0471|2012-03-08 00:00:00|CH7724465100589709028|inactive
ACT-55799|VD-0015|2014-09-02 00:00:00|CH9878828147311967809|inactive
ACT-72628|VD-0102|2010-10-07 00:00:00|CH6403945483178729872|inactive
ACT-35416|VD-0557|2016-12-09 00:00:00|CH1249214099344452501|active
ACT-52460|VD-0528|2010-07-05 00:00:00|CH2766172250073309958|inactive
ACT-13673|VD-0422|2016-12-09 00:00:00|CH3471108856249708140|active
ACT-86060|VD-0266|2016-08-05 00:00:00|CH2908980296021694019|inactive
ACT-30673|VD-0003|2010-12-01 00:00:00|CH5760576415592482295|inactive
ACT-41289|VD-0557|2016-11-23 00:00:00|CH3326334504168826334|inactive
ACT-32380|VD-0436|2009-04-29 00:00:00|CH5687740393085982035|inactive
ACT-66855|VD-0132|2016-01-04 00:00:00|CH5476101865649079394|inactive
ACT-35323|VD-0212|2011-05-23 00:00:00|CH1460011129132898668|inactive
ACT-27044|VD-0318|2014-12-03 00:00:00|CH5334299861811255538|inactive
ACT-51592|VD-0241|2015-05-19 00:00:00|CH4440413929164283026|active
ACT-18648|VD-0485|2013-10-08 00:00:00|CH1358852673799089035|inactive
ACT-74508|VD-0120|2012-03-28 00:00:00|CH8768982433595038743|inactive
ACT-25916|VD-0013|2005-08-15 00:00:00|CH5336031230569320504|inactive
ACT-77239|VD-0419|2014-03-28 00:00:00|CH0817106639509397410|inactive
ACT-60542|VD-0436|2016-06-16 00:00:00|CH7005299910911257700|active
ACT-19456|VD-0290|2007-08-13 00:00:00|CH4150769010197899883|inactive
ACT-22679|VD-0123|2011-10-20 00:00:00|CH7979172702884006071|inactive
ACT-68611|VD-0133|2016-08-31 00:00:00|CH7573063425372073032|inactive
ACT-92401|VD-0126|2016-12-20 00:00:00|CH1205309475103155267|active
ACT-26311|VD-0353|2015-03-12 00:00:00|CH0252702244992830386|inactive
ACT-90816|VD-0564|2016-11-14 00:00:00|CH8822873783116711340|active
ACT-25827|VD-0482|2016-06-24 00:00:00|CH8523436918505958666|active
ACT-70621|VD-0100|2012-02-10 00:00:00|CH5388026476950184721|inactive
ACT-43025|VD-0446|2016-11-02 00:00:00|CH3099329427195986553|active
ACT-95644|VD-0371|2016-02-03 00:00:00|CH7929083980954619028|inactive
ACT-54055|VD-0202|2016-07-19 00:00:00|CH7923129266736284768|inactive
ACT-41298|VD-0145|2016-06-29 00:00:00|CH9574269893405040092|inactive
ACT-15241|VD-0490|2016-11-23 00:00:00|CH2107842982731699936|active
ACT-27479|VD-0554|2015-12-16 00:00:00|CH7111432887242372621|inactive
ACT-66917|VD-0494|2016-11-01 00:00:00|CH7726908309567960703|active
ACT-86195|VD-0032|2016-11-25 00:00:00|CH6785718771134350089|inactive
ACT-17707|VD-0470|2016-04-21 00:00:00|CH8941996700441062529|inactive
ACT-65476|VD-0485|2007-02-19 00:00:00|CH4773201177566510598|inactive
ACT-96555|VD-0202|2016-12-12 00:00:00|CH0492544065644861438|active
ACT-29950|VD-0299|2016-12-15 00:00:00|CH6145855639836026877|active
ACT-67158|VD-0347|2016-11-28 00:00:00|CH6046210473788003281|inactive
ACT-13482|VD-0559|2015-07-06 00:00:00|CH7988286090967404302|inactive
ACT-60178|VD-0104|2014-11-03 00:00:00|CH7247994994111168861|inactive
ACT-66208|VD-0517|2013-02-22 00:00:00|CH1677296202616322442|inactive
ACT-34457|VD-0028|2009-08-14 00:00:00|CH2147632413541710511|inactive
ACT-62088|VD-0068|2007-10-25 00:00:00|CH6922875241047430009|inactive
ACT-75388|VD-0217|2015-12-04 00:00:00|CH6432118202749306893|inactive
ACT-62755|VD-0569|2012-06-25 00:00:00|CH9225708954979024072|inactive
ACT-25351|VD-0049|2012-12-19 00:00:00|CH2618280057280176468|inactive
ACT-72359|VD-0528|2016-12-29 00:00:00|CH3679680433526495927|active
ACT-26859|VD-0552|2013-04-19 00:00:00|CH5803989524890195099|inactive
ACT-96794|VD-0052|2016-03-07 00:00:00|CH4397229553336243499|inactive
ACT-80728|VD-0307|2012-05-03 00:00:00|CH1894957297143260399|active
ACT-99952|VD-0250|2016-08-30 00:00:00|CH6941610821615316459|active
ACT-10448|VD-0344|2013-06-05 00:00:00|CH1955932994378331216|active
ACT-30268|VD-0231|2015-03-19 00:00:00|CH7164967580455939097|active
ACT-25181|VD-0163|2009-04-23 00:00:00|CH3885777138053020618|inactive
ACT-74685|VD-0456|2006-12-13 00:00:00|CH1455368214800561551|inactive
ACT-33121|VD-0072|2012-12-14 00:00:00|CH8775723522330305088|inactive
ACT-16956|VD-0535|2016-08-16 00:00:00|CH5327862701656998972|inactive
ACT-99118|VD-0549|2011-08-17 00:00:00|CH8603052056249429961|inactive
ACT-70890|VD-0278|2016-04-04 00:00:00|CH2486709849228359658|inactive
ACT-12226|VD-0249|2011-02-17 00:00:00|CH6363962068315188895|inactive
ACT-59628|VD-0250|2013-07-24 00:00:00|CH8936651141339373170|inactive
ACT-92482|VD-0133|2013-06-10 00:00:00|CH2258008694570646568|active
ACT-74770|VD-0423|2009-12-14 00:00:00|CH8404981548892581728|inactive
ACT-13212|VD-0151|2016-11-24 00:00:00|CH6823557523275026133|inactive
ACT-40812|VD-0282|2016-12-29 00:00:00|CH2627727849385435514|inactive
ACT-70369|VD-0018|2011-01-27 00:00:00|CH2244418946723609052|inactive
ACT-71652|VD-0222|2012-11-14 00:00:00|CH3127827309593918468|inactive
ACT-99258|VD-0183|2016-05-23 00:00:00|CH9158352429367567345|active
ACT-72657|VD-0476|2016-02-05 00:00:00|CH8698780452406912455|inactive
ACT-35332|VD-0356|2009-03-09 00:00:00|CH2398936018337418105|inactive
ACT-21319|VD-0215|2016-02-03 00:00:00|CH5355003359316182650|active
ACT-16256|VD-0290|2014-10-17 00:00:00|CH0229618852971168526|inactive
ACT-62862|VD-0012|2012-09-11 00:00:00|CH6585171799869650976|inactive
ACT-21009|VD-0075|2016-03-16 00:00:00|CH9786323469390841799|active
ACT-37573|VD-0357|2016-04-11 00:00:00|CH0254019239782936440|inactive
ACT-72688|VD-0042|2010-12-13 00:00:00|CH7210055662560326833|inactive
ACT-66625|VD-0227|2016-05-27 00:00:00|CH8518852018594443943|inactive
ACT-64181|VD-0128|2009-12-28 00:00:00|CH3948142472694732579|inactive
ACT-42532|VD-0361|2013-10-21 00:00:00|CH8055467757947448301|inactive
ACT-90628|VD-0017|2016-11-24 00:00:00|CH1951826715697206037|inactive
ACT-15013|VD-0161|2011-10-07 00:00:00|CH5496239279344231285|inactive
ACT-60284|VD-0391|2016-12-27 00:00:00|CH5112218942731173690|inactive
ACT-18393|VD-0411|2016-04-25 00:00:00|CH6959739001986637947|active
ACT-64644|VD-0473|2013-08-15 00:00:00|CH1707458336579889806|inactive
ACT-15386|VD-0378|2014-01-16 00:00:00|CH4293954107220819868|inactive
ACT-20517|VD-0360|2016-12-16 00:00:00|CH2492926590598885801|inactive
ACT-94369|VD-0498|2015-08-25 00:00:00|CH5091953368235350029|inactive
ACT-43419|VD-0584|2014-10-23 00:00:00|CH7230353885308784585|active
ACT-74414|VD-0348|2010-08-16 00:00:00|CH5644292370674495191|inactive
ACT-95657|VD-0572|2015-03-17 00:00:00|CH9263807684366019281|active
ACT-15692|VD-0316|2014-01-31 00:00:00|CH2899832346206459593|inactive
ACT-76646|VD-0342|2016-11-17 00:00:00|CH1284992526508094902|inactive
ACT-84467|VD-0222|2015-11-06 00:00:00|CH6745391812110248571|inactive
ACT-34971|VD-0224|2012-11-26 00:00:00|CH5534910990837362454|active
ACT-67452|VD-0533|2013-09-18 00:00:00|CH1586441631530971550|inactive
ACT-65360|VD-0064|2016-12-20 00:00:00|CH5310648208858035352|inactive
ACT-26594|VD-0540|2012-07-09 00:00:00|CH8270040339275957293|inactive
ACT-29979|VD-0106|2011-08-19 00:00:00|CH2936149092434555203|inactive
ACT-30465|VD-0171|2010-11-26 00:00:00|CH9465627859719993829|inactive
ACT-20115|VD-0435|2016-12-29 00:00:00|CH1208186780556579352|inactive
ACT-91052|VD-0587|2016-12-02 00:00:00|CH8809549314067190263|inactive
ACT-31691|VD-0135|2016-08-18 00:00:00|CH4206041838859039880|active
ACT-81886|VD-0216|2016-03-09 00:00:00|CH1623390433403804427|inactive
ACT-58236|VD-0428|2016-04-06 00:00:00|CH8602782058863446991|inactive
ACT-10919|VD-0255|2011-04-06 00:00:00|CH7138501890485814089|inactive
ACT-95270|VD-0061|2015-12-21 00:00:00|CH9659239813454858931|active
ACT-15383|VD-0465|2012-09-17 00:00:00|CH9660958896556319944|inactive
ACT-46789|VD-0558|2016-06-16 00:00:00|CH9131025552771074635|inactive
ACT-51694|VD-0174|2016-05-11 00:00:00|CH8671663857904393627|inactive
ACT-75325|VD-0272|2013-12-30 00:00:00|CH8119975777031779422|inactive
ACT-57707|VD-0401|2015-01-07 00:00:00|CH9878911377873917773|active
ACT-67634|VD-0134|2015-03-13 00:00:00|CH3803189898017000128|inactive
ACT-25359|VD-0096|2014-12-04 00:00:00|CH6161642127629376121|inactive
ACT-70547|VD-0550|2009-11-02 00:00:00|CH8745874933466237786|inactive
ACT-59593|VD-0248|2013-09-05 00:00:00|CH1775320562199496194|inactive
ACT-32431|VD-0004|2012-12-13 00:00:00|CH8191331570138391454|inactive
ACT-42949|VD-0210|2007-10-26 00:00:00|CH5805063274044091164|inactive
ACT-78728|VD-0325|2015-04-07 00:00:00|CH0601895776569220227|inactive
ACT-93939|VD-0272|2013-07-19 00:00:00|CH4385645604347036714|active
ACT-67170|VD-0456|2015-03-18 00:00:00|CH6500443774293088504|active
ACT-38908|VD-0464|2005-03-29 00:00:00|CH9110064289741508727|active
ACT-35952|VD-0202|2012-07-18 00:00:00|CH5215884008488054103|inactive
ACT-37509|VD-0167|2016-08-05 00:00:00|CH4943144243700275518|inactive
ACT-69780|VD-0319|2015-06-24 00:00:00|CH4111406331372935965|active
ACT-48289|VD-0257|2014-04-30 00:00:00|CH6541719900228434856|inactive
ACT-28854|VD-0370|2014-02-11 00:00:00|CH7385107293157687841|active
ACT-37577|VD-0487|2016-12-23 00:00:00|CH8255404772935860084|active
ACT-37678|VD-0170|2016-04-14 00:00:00|CH9379672140894739864|inactive
ACT-99778|VD-0169|2008-06-03 00:00:00|CH1188030967342319344|inactive
ACT-88237|VD-0261|2011-11-18 00:00:00|CH5159611347979869388|inactive
ACT-25137|VD-0516|2016-11-04 00:00:00|CH6393016317336709066|inactive
ACT-76454|VD-0389|2015-12-03 00:00:00|CH5176884287227874213|active
ACT-16975|VD-0295|2015-07-06 00:00:00|CH6823786061961823080|inactive
ACT-79137|VD-0152|2016-08-02 00:00:00|CH5717755157029233570|inactive
ACT-93528|VD-0569|2011-07-22 00:00:00|CH3837150831115369265|inactive
ACT-68572|VD-0443|2016-07-08 00:00:00|CH4034050544451317820|active
ACT-17269|VD-0104|2012-09-19 00:00:00|CH7782494366416816898|inactive
ACT-81166|VD-0030|2016-12-12 00:00:00|CH9241220693941687279|active
ACT-23024|VD-0255|2016-09-20 00:00:00|CH4544636662427363089|inactive
ACT-85774|VD-0007|2012-12-24 00:00:00|CH8584626221054172928|inactive
ACT-15841|VD-0350|2016-11-15 00:00:00|CH3192850798052533589|inactive
ACT-42759|VD-0293|2011-10-07 00:00:00|CH5466431474871430805|inactive
ACT-25360|VD-0536|2016-05-19 00:00:00|CH3676405021258905767|inactive
ACT-34125|VD-0039|2009-04-07 00:00:00|CH5998064364002701808|inactive
ACT-49583|VD-0556|2016-05-13 00:00:00|CH7916344906737356627|active
ACT-69796|VD-0377|2016-11-11 00:00:00|CH6125255879394093561|inactive
ACT-19446|VD-0164|2012-02-06 00:00:00|CH7809389816587911810|inactive
ACT-99897|VD-0125|2016-03-30 00:00:00|CH4594441364054457140|inactive
ACT-55288|VD-0057|2011-05-10 00:00:00|CH8388586128758354684|inactive
ACT-56375|VD-0021|2013-07-09 00:00:00|CH2199635393080354197|inactive
ACT-10432|VD-0121|2010-09-06 00:00:00|CH1553865787961134062|inactive
ACT-99941|VD-0020|2016-03-14 00:00:00|CH5465266605658054725|active
ACT-67218|VD-0421|2010-11-12 00:00:00|CH1682085911389930449|inactive
ACT-93151|VD-0261|2012-08-10 00:00:00|CH7197237341525770149|inactive
ACT-19775|VD-0385|2015-09-17 00:00:00|CH5361857445118962722|active
ACT-64072|VD-0538|2013-08-28 00:00:00|CH2427621000196784152|inactive
ACT-98604|VD-0362|2011-08-02 00:00:00|CH7381763385421418858|inactive
ACT-19110|VD-0358|2015-06-18 00:00:00|CH6254411401281897686|inactive
ACT-21162|VD-0268|2016-12-27 00:00:00|CH6056541075044258812|active
ACT-71222|VD-0525|2011-02-01 00:00:00|CH5067762810598030571|active
ACT-74045|VD-0454|2016-02-10 00:00:00|CH6999624364839140764|inactive
ACT-21672|VD-0139|2011-08-31 00:00:00|CH1259176109371709059|inactive
ACT-72216|VD-0298|2014-09-22 00:00:00|CH3448890925721426162|inactive
ACT-70604|VD-0263|2016-11-24 00:00:00|CH3110160906475155397|inactive
ACT-86056|VD-0114|2008-01-14 00:00:00|CH8462281367081209840|inactive
ACT-52019|VD-0269|2004-11-24 00:00:00|CH2205239263146491718|inactive
ACT-23880|VD-0434|2012-05-23 00:00:00|CH4680142775748848069|inactive
ACT-55398|VD-0549|2016-03-02 00:00:00|CH5941726965612906745|active
ACT-62350|VD-0258|2016-06-13 00:00:00|CH8977927522723812704|inactive
ACT-43571|VD-0414|2016-10-17 00:00:00|CH4159737616637666737|inactive
ACT-16289|VD-0514|2014-09-16 00:00:00|CH5323340325422591752|inactive
ACT-98049|VD-0380|2013-02-05 00:00:00|CH4743061659553861811|inactive
ACT-53678|VD-0486|2016-08-29 00:00:00|CH7767572681894361026|inactive
ACT-98547|VD-0579|2016-10-14 00:00:00|CH2367851552006781967|inactive
ACT-61417|VD-0058|2006-12-22 00:00:00|CH4436470936426802082|active
ACT-97874|VD-0355|2006-07-10 00:00:00|CH6191858561455893039|inactive
ACT-23657|VD-0563|2016-10-17 00:00:00|CH9869061665136903855|inactive
ACT-23820|VD-0521|2016-12-23 00:00:00|CH0747760994091143568|active
ACT-44344|VD-0380|2014-12-16 00:00:00|CH9435568511577758297|inactive
ACT-33481|VD-0563|2016-11-30 00:00:00|CH6052067279389690234|inactive
ACT-73105|VD-0039|2016-02-26 00:00:00|CH7263842795247277290|active
ACT-43107|VD-0304|2008-02-27 00:00:00|CH2924905599513764255|inactive
ACT-44685|VD-0051|2015-02-19 00:00:00|CH5134607130851349211|inactive
ACT-57305|VD-0389|2016-12-27 00:00:00|CH6115598284119549164|inactive
ACT-79751|VD-0017|2015-12-28 00:00:00|CH9326586924858871118|inactive
ACT-32778|VD-0314|2016-12-16 00:00:00|CH3982652701565519468|active
ACT-58478|VD-0178|2011-03-23 00:00:00|CH4934670255156897022|inactive
ACT-44630|VD-0038|2010-12-14 00:00:00|CH3615530726092415234|active
ACT-74242|VD-0211|2007-12-11 00:00:00|CH5520803141480776315|inactive
ACT-94309|VD-0019|2016-08-23 00:00:00|CH8572677591377645481|active
ACT-40820|VD-0320|2016-12-06 00:00:00|CH5125298027184018074|active
ACT-39195|VD-0118|2016-10-19 00:00:00|CH5407202567938221980|inactive
ACT-73811|VD-0549|2010-12-01 00:00:00|CH3375739697725687800|inactive
ACT-92430|VD-0217|2016-12-02 00:00:00|CH8670199915662689736|active
ACT-67689|VD-0448|2015-10-28 00:00:00|CH4165807388981857371|inactive
ACT-97989|VD-0106|2015-09-11 00:00:00|CH4356521218561507562|inactive
ACT-22190|VD-0310|2011-03-08 00:00:00|CH1778868051223365590|inactive
ACT-80087|VD-0030|2016-12-20 00:00:00|CH2528262475302213346|inactive
ACT-49442|VD-0395|2014-05-07 00:00:00|CH2656024362162232366|inactive
ACT-10274|VD-0183|2016-05-10 00:00:00|CH8187605232053261935|inactive
ACT-62575|VD-0547|2016-10-21 00:00:00|CH2437083477629001649|active
ACT-10171|VD-0103|2016-12-29 00:00:00|CH5281962903155190403|inactive
ACT-85085|VD-0256|2016-12-23 00:00:00|CH7220458440975939866|active
